city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Ramona,Ramona,CA,California,6073,San Diego,6073,San Diego,33.0474,-116.8767,21871,219,polygon,FALSE,FALSE,America/Los_Angeles,3,92065,1840113095
Camp Pendleton South,Camp Pendleton South,CA,California,6073,San Diego,6073,San Diego,33.2284,-117.3791,12770,1259,polygon,TRUE,TRUE,America/Los_Angeles,3,92058,1840111992
Benbow,Benbow,CA,California,6023,Humboldt,6023,Humboldt,40.0603,-123.7653,152,12,polygon,FALSE,FALSE,America/Los_Angeles,3,95542,1840117185
East Oakdale,East Oakdale,CA,California,6099,Stanislaus,6099,Stanislaus,37.7854,-120.8007,3146,226,polygon,FALSE,FALSE,America/Los_Angeles,3,95361,1840112712
Riverbank,Riverbank,CA,California,6099,Stanislaus,6099,Stanislaus,37.7268,-120.9402,24740,2358,polygon,FALSE,TRUE,America/Los_Angeles,2,95367,1840106936
Flournoy,Flournoy,CA,California,6103,Tehama,6103,Tehama,39.9284,-122.4461,165,10,polygon,FALSE,FALSE,America/Los_Angeles,3,96021 96029,1840117541
Long Beach,Long Beach,CA,California,6037,Los Angeles,6037,Los Angeles,33.798,-118.1675,469450,3575,polygon,FALSE,TRUE,America/Los_Angeles,2,90822 90804 90805 90806 90807 90802 90803 90808 90831 90814 90813 90810 90815 90801 90832 90833 90834 90835 90840 90842 90844 90846 90847 90848 90853 90899,1840105730
Petaluma,Petaluma,CA,California,6097,Sonoma,6097,Sonoma,38.2423,-122.6267,67316,1634,polygon,FALSE,TRUE,America/Los_Angeles,3,94954 94952 94953,1840011436
Bodfish,Bodfish,CA,California,6029,Kern,6029,Kern,35.5765,-118.4764,1593,74,polygon,FALSE,FALSE,America/Los_Angeles,3,93205,1840111921
Santa Susana,Santa Susana,CA,California,6111,Ventura,6111,Ventura,34.258,-118.6662,1042,361,polygon,FALSE,FALSE,America/Los_Angeles,3,93063,1840116504
Novato,Novato,CA,California,6041,Marin,6041,Marin,38.092,-122.5576,55980,787,polygon,FALSE,TRUE,America/Los_Angeles,3,94949 94945 94947 94998,1840011468
Nevada City,Nevada City,CA,California,6057,Nevada,6057,Nevada,39.2607,-121.0231,3136,553,polygon,FALSE,TRUE,America/Los_Angeles,3,95959,1840106789
Weedpatch,Weedpatch,CA,California,6029,Kern,6029,Kern,35.2369,-118.9123,2052,222,polygon,FALSE,FALSE,America/Los_Angeles,3,93307 93241,1840113377
Marin City,Marin City,CA,California,6041,Marin,6041,Marin,37.8711,-122.5137,3016,2169,polygon,FALSE,FALSE,America/Los_Angeles,2,94965,1840117617
Ione,Ione,CA,California,6005,Amador,6005,Amador,38.3613,-120.9422,7730,659,polygon,FALSE,TRUE,America/Los_Angeles,3,95640,1840106619
Mountain Gate,Mountain Gate,CA,California,6089,Shasta,6089,Shasta,40.7184,-122.3262,971,189,polygon,FALSE,FALSE,America/Los_Angeles,3,96003,1840117567
Mount Hermon,Mount Hermon,CA,California,6087,Santa Cruz,6087,Santa Cruz,37.0511,-122.0533,958,569,polygon,FALSE,FALSE,America/Los_Angeles,3,95066 95041 95018,1840114607
Grayson,Grayson,CA,California,6099,Stanislaus,6099,Stanislaus,37.565,-121.1794,1083,1875,polygon,FALSE,FALSE,America/Los_Angeles,3,95363,1840112353
Del Rey Oaks,Del Rey Oaks,CA,California,6053,Monterey,6053,Monterey,36.5929,-121.8381,1687,1352,polygon,FALSE,TRUE,America/Los_Angeles,3,93940,1840106432
Casmalia,Casmalia,CA,California,6083,Santa Barbara,6083,Santa Barbara,34.8376,-120.5311,147,301,polygon,FALSE,FALSE,America/Los_Angeles,3,93429,1840114485
Ridgecrest,Ridgecrest,CA,California,6029,Kern,6029,Kern,35.6308,-117.6621,32579,534,polygon,FALSE,TRUE,America/Los_Angeles,3,93555 93556,1840105753
Vine Hill,Vine Hill,CA,California,6013,Contra Costa,6013,Contra Costa,38.0071,-122.0873,4108,1054,polygon,FALSE,FALSE,America/Los_Angeles,3,94553,1840113358
Raisin City,Raisin City,CA,California,6019,Fresno,6019,Fresno,36.6033,-119.9092,313,159,polygon,FALSE,FALSE,America/Los_Angeles,3,93652 93706,1840113091
Green Valley,Green Valley,CA,California,6095,Solano,6095,Solano,38.2606,-122.1621,1314,60,polygon,FALSE,FALSE,America/Los_Angeles,3,94534,1840112358
Sutter,Sutter,CA,California,6101,Sutter,6101,Sutter,39.1557,-121.7492,2948,374,polygon,FALSE,FALSE,America/Los_Angeles,3,95982,1840113532
Perris,Perris,CA,California,6065,Riverside,6065,Riverside,33.7899,-117.2233,77879,952,polygon,FALSE,TRUE,America/Los_Angeles,3,92570 92571 92585 92572 92599,1840105747
Avalon,Avalon,CA,California,6037,Los Angeles,6037,Los Angeles,33.3342,-118.3315,3687,504,polygon,FALSE,TRUE,America/Los_Angeles,3,90704,1840107272
Kettleman City,Kettleman City,CA,California,6031,Kings,6031,Kings,36.0089,-119.9628,1574,2880,polygon,FALSE,FALSE,America/Los_Angeles,2,93239,1840112495
Ceres,Ceres,CA,California,6099,Stanislaus,6099,Stanislaus,37.5953,-120.9625,48697,2009,polygon,FALSE,TRUE,America/Los_Angeles,2,95358 95351 95307,1840105836
Shandon,Shandon,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.6536,-120.3832,1219,159,polygon,FALSE,FALSE,America/Los_Angeles,3,93461,1840112719
Sierraville,Sierraville,CA,California,6091,Sierra,6091,Sierra,39.575,-120.3637,80,6,polygon,FALSE,FALSE,America/Los_Angeles,3,96126,1840114660
Desert Hot Springs,Desert Hot Springs,CA,California,6065,Riverside,6065,Riverside,33.9551,-116.543,43730,367,polygon,FALSE,TRUE,America/Los_Angeles,3,92282 92240 92258,1840106105
West Whittier-Los Nietos,West Whittier-Los Nietos,CA,California,6037,Los Angeles,6037,Los Angeles,33.9759,-118.0689,27002,4138,polygon,FALSE,TRUE,America/Los_Angeles,2,90606,1840113408
Auburn,Auburn,CA,California,6061,Placer,6061,Placer,38.895,-121.0777,34818,752,polygon,FALSE,TRUE,America/Los_Angeles,3,95603,1840106249
Weaverville,Weaverville,CA,California,6105,Trinity,6105,Trinity,40.7488,-122.9274,3303,122,polygon,FALSE,FALSE,America/Los_Angeles,3,96093,1840113376
Desert Shores,Desert Shores,CA,California,6025,Imperial,6025,Imperial,33.4041,-116.0394,982,542,polygon,FALSE,FALSE,America/Los_Angeles,3,92274,1840112670
Calpella,Calpella,CA,California,6045,Mendocino,6045,Mendocino,39.2322,-123.197,343,52,polygon,FALSE,FALSE,America/Los_Angeles,3,95482,1840117525
Lookout,Lookout,CA,California,6049,Modoc,6049,Modoc,41.21,-121.1545,63,4,polygon,FALSE,FALSE,America/Los_Angeles,3,96054,1840114582
Twentynine Palms,Twentynine Palms,CA,California,6071,San Bernardino,6071,San Bernardino,34.1478,-116.0659,13664,174,polygon,FALSE,TRUE,America/Los_Angeles,3,92277 92278,1840105768
Watsonville,Watsonville,CA,California,6087,Santa Cruz,6087,Santa Cruz,36.9206,-121.7706,77700,3123,polygon,FALSE,TRUE,America/Los_Angeles,2,95076 95019 95077,1840107188
Kentfield,Kentfield,CA,California,6041,Marin,6041,Marin,37.9481,-122.5498,6927,884,polygon,FALSE,FALSE,America/Los_Angeles,3,94904 94914 94974,1840112492
Colma,Colma,CA,California,6081,San Mateo,6081,San Mateo,37.6767,-122.4526,1514,307,polygon,FALSE,TRUE,America/Los_Angeles,3,94014,1840106395
Edna,Edna,CA,California,6079,San Luis Obispo,6079,San Luis Obispo,35.2108,-120.606,195,61,polygon,FALSE,FALSE,America/Los_Angeles,3,93401,1840114525
Idlewild,Idlewild,CA,California,6107,Tulare,6107,Tulare,35.8096,-118.6704,0,0,polygon,FALSE,FALSE,America/Los_Angeles,3,93260,1840116486
Lake Don Pedro,Lake Don Pedro,CA,California,6043,Mariposa,6043,Mariposa,37.6461,-120.3368,1135,34,polygon,FALSE,TRUE,America/Los_Angeles,3,95369 95329,1840117295
South Pasadena,South Pasadena,CA,California,6037,Los Angeles,6037,Los Angeles,34.1103,-118.1573,25888,2934,polygon,FALSE,TRUE,America/Los_Angeles,2,91030 91031,1840107810
Poplar-Cotton Center,Poplar-Cotton Center,CA,California,6107,Tulare,6107,Tulare,36.0564,-119.1493,2660,800,polygon,FALSE,TRUE,America/Los_Angeles,3,93257 93258,1840113058
Wrightwood,Wrightwood,CA,California,6071,San Bernardino,6071,San Bernardino,34.3495,-117.6299,4286,279,polygon,FALSE,FALSE,America/Los_Angeles,3,92397 92329,1840113467
San Gabriel,San Gabriel,CA,California,6037,Los Angeles,6037,Los Angeles,34.0948,-118.099,40514,3774,polygon,FALSE,TRUE,America/Los_Angeles,2,91775 91776 91778,1840106179
Woodbridge,Woodbridge,CA,California,6077,San Joaquin,6077,San Joaquin,38.1692,-121.3113,3993,511,polygon,FALSE,FALSE,America/Los_Angeles,3,95258 95241,1840118032
Soledad,Soledad,CA,California,6053,Monterey,6053,Monterey,36.4434,-121.3431,26483,2306,polygon,FALSE,TRUE,America/Los_Angeles,2,93960,1840107804
Old Station,Old Station,CA,California,6089,Shasta,6089,Shasta,40.6722,-121.4228,34,5,polygon,FALSE,FALSE,America/Los_Angeles,3,96071,1840117574
Three Rocks,Three Rocks,CA,California,6019,Fresno,6019,Fresno,36.5051,-120.3936,193,99,polygon,FALSE,FALSE,America/Los_Angeles,3,93608,1840114680
El Portal,El Portal,CA,California,6043,Mariposa,6043,Mariposa,37.6736,-119.799,378,142,polygon,FALSE,FALSE,America/Los_Angeles,3,95318,1840114528
West Point,West Point,CA,California,6009,Calaveras,6009,Calaveras,38.4043,-120.5374,590,61,polygon,FALSE,FALSE,America/Los_Angeles,3,95255,1840113401
Camanche North Shore,Camanche North Shore,CA,California,6005,Amador,6005,Amador,38.2442,-120.9538,928,153,polygon,FALSE,TRUE,America/Los_Angeles,3,95640,1840114479
Glendora,Glendora,CA,California,6037,Los Angeles,6037,Los Angeles,34.1449,-117.8467,52445,1037,polygon,FALSE,TRUE,America/Los_Angeles,3,91740 91741,1840105709
Terminous,Terminous,CA,California,6077,San Joaquin,6077,San Joaquin,38.1154,-121.4896,494,195,polygon,FALSE,FALSE,America/Los_Angeles,3,95242,1840117597
Hood,Hood,CA,California,6067,Sacramento,6067,Sacramento,38.3693,-121.5155,309,378,polygon,FALSE,FALSE,America/Los_Angeles,3,95639,1840114557
Atwater,Atwater,CA,California,6047,Merced,6047,Merced,37.3543,-120.5981,29397,1863,polygon,FALSE,TRUE,America/Los_Angeles,3,95301,1840011457
Sierra Madre,Sierra Madre,CA,California,6037,Los Angeles,6037,Los Angeles,34.1687,-118.0504,11038,1443,polygon,FALSE,TRUE,America/Los_Angeles,3,91024 91025,1840107792
Crescent Mills,Crescent Mills,CA,California,6063,Plumas,6063,Plumas,40.1008,-120.9217,266,24,polygon,FALSE,FALSE,America/Los_Angeles,3,95934,1840111740
Antioch,Antioch,CA,California,6013,Contra Costa,6013,Contra Costa,37.9789,-121.7957,302885,1469,polygon,FALSE,TRUE,America/Los_Angeles,2,94531 94509,1840106232
Warner Valley,Warner Valley,CA,California,6063,Plumas,6063,Plumas,40.3955,-121.3174,0,0,polygon,FALSE,TRUE,America/Los_Angeles,3,96020,1840114699
Minkler,Minkler,CA,California,6019,Fresno,6019,Fresno,36.7277,-119.4587,1207,79,polygon,FALSE,FALSE,America/Los_Angeles,3,93657,1840114602
Fiddletown,Fiddletown,CA,California,6005,Amador,6005,Amador,38.5091,-120.7605,393,32,polygon,FALSE,FALSE,America/Los_Angeles,3,95685 95629,1840114532
Bell Gardens,Bell Gardens,CA,California,6037,Los Angeles,6037,Los Angeles,33.9663,-118.155,42747,6713,polygon,FALSE,TRUE,America/Los_Angeles,2,90201 90202,1840107287
Pine Grove,Pine Grove,CA,California,6005,Amador,6005,Amador,38.4074,-120.6606,2137,118,polygon,FALSE,FALSE,America/Los_Angeles,3,95665,1840114633
Windsor,Windsor,CA,California,6097,Sonoma,6097,Sonoma,38.5418,-122.8086,27548,1463,polygon,FALSE,TRUE,America/Los_Angeles,3,95492,1840107942
West Puente Valley,West Puente Valley,CA,California,6037,Los Angeles,6037,Los Angeles,34.0512,-117.9681,23487,4851,polygon,FALSE,FALSE,America/Los_Angeles,2,91746 91744,1840113402
Santa Monica,Santa Monica,CA,California,6037,Los Angeles,6037,Los Angeles,34.0232,-118.4813,92306,4235,polygon,FALSE,TRUE,America/Los_Angeles,2,90401 90402 90403 90404 90405 90406 90407 90408 90409 90410 90411,1840105761
Lone Pine,Lone Pine,CA,California,6027,Inyo,6027,Inyo,36.5774,-118.0777,1767,35,polygon,FALSE,FALSE,America/Los_Angeles,3,93545,1840112161
Tuttletown,Tuttletown,CA,California,6109,Tuolumne,6109,Tuolumne,38.0003,-120.4503,1044,54,polygon,FALSE,FALSE,America/Los_Angeles,3,95370,1840114688
Coarsegold,Coarsegold,CA,California,6039,Madera,6039,Madera,37.2526,-119.7,1180,41,polygon,FALSE,FALSE,America/Los_Angeles,3,93614,1840117530
Parkwood,Parkwood,CA,California,6039,Madera,6039,Madera,36.9293,-120.0482,2334,1291,polygon,FALSE,FALSE,America/Los_Angeles,3,93637,1840113008
Lucerne,Lucerne,CA,California,6033,Lake,6033,Lake,39.0697,-122.776,3144,243,polygon,FALSE,FALSE,America/Los_Angeles,3,95458,1840112186
Kingvale,Kingvale,CA,California,6057,Nevada,06057|06061,Nevada|Placer,39.3204,-120.4386,146,58,polygon,FALSE,FALSE,America/Los_Angeles,3,96161,1840117551
Sultana,Sultana,CA,California,6107,Tulare,6107,Tulare,36.5464,-119.336,1188,1033,polygon,FALSE,FALSE,America/Los_Angeles,3,93666 93618,1840116512
Lawndale,Lawndale,CA,California,6037,Los Angeles,6037,Los Angeles,33.8884,-118.3531,33078,6469,polygon,FALSE,TRUE,America/Los_Angeles,2,90260 90261,1840105727
French Valley,French Valley,CA,California,6065,Riverside,6065,Riverside,33.5998,-117.1069,31353,1113,polygon,FALSE,TRUE,America/Los_Angeles,3,92563 92596,1840114539
Piedmont,Piedmont,CA,California,6001,Alameda,6001,Alameda,37.8226,-122.2301,11378,2584,polygon,FALSE,TRUE,America/Los_Angeles,2,94611 94610,1840106868
La Ca̱ada Flintridge,La Canada Flintridge,CA,California,6037,Los Angeles,6037,Los Angeles,34.2097,-118.2002,20413,913,polygon,FALSE,TRUE,America/Los_Angeles,3,91011 91012,1840107533
Elk Creek,Elk Creek,CA,California,6021,Glenn,6021,Glenn,39.6002,-122.5376,251,66,polygon,FALSE,FALSE,America/Los_Angeles,3,95939,1840117538
Las Lomas,Las Lomas,CA,California,6053,Monterey,6053,Monterey,36.8689,-121.7317,3762,1400,polygon,FALSE,FALSE,America/Los_Angeles,3,95076,1840112589
Goodyears Bar,Goodyears Bar,CA,California,6091,Sierra,6091,Sierra,39.5458,-120.8881,33,6,polygon,FALSE,FALSE,America/Los_Angeles,3,95944,1840114547
Murphys,Murphys,CA,California,6009,Calaveras,6009,Calaveras,38.1447,-120.4348,2070,77,polygon,FALSE,FALSE,America/Los_Angeles,3,95247,1840112880
South Lake Tahoe,South Lake Tahoe,CA,California,6017,El Dorado,6017,El Dorado,38.9393,-119.9828,29890,835,polygon,FALSE,TRUE,America/Los_Angeles,3,96150 96151 96152 96154 96156 96157 96158,1840107069
Leggett,Leggett,CA,California,6045,Mendocino,6045,Mendocino,39.8634,-123.7253,102,14,polygon,FALSE,FALSE,America/Los_Angeles,3,95585,1840117557
El Rancho,El Rancho,CA,California,6107,Tulare,6107,Tulare,36.2207,-119.069,103,552,polygon,FALSE,TRUE,America/Los_Angeles,3,93247,1840116484
Arcata,Arcata,CA,California,6023,Humboldt,6023,Humboldt,40.8615,-124.0757,33806,741,polygon,FALSE,TRUE,America/Los_Angeles,3,95521 95518,1840011377
Laytonville,Laytonville,CA,California,6045,Mendocino,6045,Mendocino,39.6715,-123.4945,1254,90,polygon,FALSE,FALSE,America/Los_Angeles,3,95454,1840112599
Crowley Lake,Crowley Lake,CA,California,6051,Mono,6051,Mono,37.5692,-118.7465,875,120,polygon,FALSE,TRUE,America/Los_Angeles,3,93546,1840114507
Silver Lakes,Silver Lakes,CA,California,6071,San Bernardino,6071,San Bernardino,34.7519,-117.3431,6437,480,polygon,FALSE,FALSE,America/Los_Angeles,3,92342,1840114662
North Tustin,North Tustin,CA,California,6059,Orange,6059,Orange,33.7644,-117.7945,25364,1481,polygon,FALSE,FALSE,America/Los_Angeles,3,92780 92705 92711,1840112932
Galt,Galt,CA,California,6067,Sacramento,6067,Sacramento,38.2693,-121.3,27571,1485,polygon,FALSE,TRUE,America/Los_Angeles,3,95632,1840011404
Stevinson,Stevinson,CA,California,6047,Merced,6047,Merced,37.3247,-120.8497,351,119,polygon,FALSE,FALSE,America/Los_Angeles,3,95374,1840114671
Fort Washington,Fort Washington,CA,California,6019,Fresno,6019,Fresno,36.8793,-119.7613,756,2353,polygon,FALSE,TRUE,America/Los_Angeles,2,93720,1840114535
East Hemet,East Hemet,CA,California,6065,Riverside,6065,Riverside,33.7301,-116.941,19951,1481,polygon,FALSE,FALSE,America/Los_Angeles,3,92544,1840112707
Cherokee,Cherokee,CA,California,6007,Butte,6007,Butte,39.6514,-121.5345,78,17,polygon,FALSE,FALSE,America/Los_Angeles,3,95965,1840117274
Placentia,Placentia,CA,California,6059,Orange,6059,Orange,33.8807,-117.8553,52157,3044,polygon,FALSE,TRUE,America/Los_Angeles,2,92870 92811 92871,1840107701
Santa Maria,Santa Maria,CA,California,6083,Santa Barbara,6083,Santa Barbara,34.9333,-120.4432,140219,1813,polygon,FALSE,TRUE,America/Los_Angeles,2,93454 93455 93458,1840105760
Clovis,Clovis,CA,California,6019,Fresno,6019,Fresno,36.8277,-119.6838,109691,1720,polygon,FALSE,TRUE,America/Los_Angeles,2,93611 93612 93619 93613 93747,1840106017
Seeley,Seeley,CA,California,6025,Imperial,6025,Imperial,32.7899,-115.6842,1573,458,polygon,FALSE,FALSE,America/Los_Angeles,3,92243 92273,1840113254
Patterson,Patterson,CA,California,6099,Stanislaus,6099,Stanislaus,37.4738,-121.1438,22523,1451,polygon,FALSE,TRUE,America/Los_Angeles,3,95363,1840011435
Bay Point,Bay Point,CA,California,6013,Contra Costa,6013,Contra Costa,38.0328,-121.9616,23708,1419,polygon,FALSE,FALSE,America/Los_Angeles,3,94565,1840111858
Cold Springs,Cold Springs,CA,California,6017,El Dorado,6017,El Dorado,38.7468,-120.8761,637,325,polygon,FALSE,FALSE,America/Los_Angeles,3,95667,1840117531
Littlerock,Littlerock,CA,California,6037,Los Angeles,6037,Los Angeles,34.5232,-117.9808,1998,418,polygon,FALSE,FALSE,America/Los_Angeles,3,93543,1840112627
Beale AFB,Beale AFB,CA,California,6115,Yuba,6115,Yuba,39.1095,-121.3542,992,37,polygon,TRUE,TRUE,America/Los_Angeles,3,95903,1840111862
San Bruno,San Bruno,CA,California,6081,San Mateo,6081,San Mateo,37.6254,-122.4313,43299,3053,polygon,FALSE,TRUE,America/Los_Angeles,2,94066,1840011472
Portola,Portola,CA,California,6063,Plumas,6063,Plumas,39.8242,-120.4732,2313,137,polygon,FALSE,TRUE,America/Los_Angeles,3,96122,1840106894
Friant,Friant,CA,California,6019,Fresno,6019,Fresno,36.9848,-119.713,552,170,polygon,FALSE,FALSE,America/Los_Angeles,3,93626,1840112296
South San Gabriel,South San Gabriel,CA,California,6037,Los Angeles,6037,Los Angeles,34.0489,-118.0962,8964,4154,polygon,FALSE,FALSE,America/Los_Angeles,2,91770,1840112768
Pierpoint,Pierpoint,CA,California,6107,Tulare,6107,Tulare,36.1405,-118.6296,0,0,polygon,FALSE,TRUE,America/Los_Angeles,3,93208 93265,1840116496
Eagleville,Eagleville,CA,California,6049,Modoc,6049,Modoc,41.3191,-120.1147,89,35,polygon,FALSE,FALSE,America/Los_Angeles,3,96110,1840117537
Olancha,Olancha,CA,California,6027,Inyo,6027,Inyo,36.2704,-118.0015,185,9,polygon,FALSE,FALSE,America/Los_Angeles,3,93549,1840112960
Wildomar,Wildomar,CA,California,6065,Riverside,6065,Riverside,33.6173,-117.2583,36932,601,polygon,FALSE,TRUE,America/Los_Angeles,3,92595,1840107907
Larkspur,Larkspur,CA,California,6041,Marin,6041,Marin,37.9394,-122.5313,12396,1580,polygon,FALSE,TRUE,America/Los_Angeles,3,94939 94904 94977,1840106671
Laguna Niguel,Laguna Niguel,CA,California,6059,Orange,6059,Orange,33.5275,-117.705,66334,1737,polygon,FALSE,TRUE,America/Los_Angeles,3,92677 92607,1840107548
San Ramon,San Ramon,CA,California,6013,Contra Costa,6013,Contra Costa,37.7625,-121.9365,75931,1568,polygon,FALSE,TRUE,America/Los_Angeles,3,94582 94583,1840106004
Cowan,Cowan,CA,California,6099,Stanislaus,6099,Stanislaus,37.5601,-120.9888,530,1451,polygon,FALSE,TRUE,America/Los_Angeles,3,95358,1840117534
Bend,Bend,CA,California,6103,Tehama,6103,Tehama,40.2561,-122.2095,505,66,polygon,FALSE,FALSE,America/Los_Angeles,3,96080,1840117521
Sequoia Crest,Sequoia Crest,CA,California,6107,Tulare,6107,Tulare,36.1858,-118.6256,0,0,polygon,FALSE,TRUE,America/Los_Angeles,3,93265,1840116506
Lemoore,Lemoore,CA,California,6031,Kings,6031,Kings,36.296,-119.7983,26355,1195,polygon,FALSE,TRUE,America/Los_Angeles,3,93245,1840107561
Lake California,Lake California,CA,California,6103,Tehama,6103,Tehama,40.3608,-122.2102,2888,177,polygon,FALSE,TRUE,America/Los_Angeles,3,96022,1840117554
Grand Terrace,Grand Terrace,CA,California,6071,San Bernardino,6071,San Bernardino,34.0312,-117.3132,12595,1386,polygon,FALSE,TRUE,America/Los_Angeles,3,92313,1840107451
Cohasset,Cohasset,CA,California,6007,Butte,6007,Butte,39.9027,-121.7448,1107,16,polygon,FALSE,FALSE,America/Los_Angeles,3,95973,1840117276
West Athens,West Athens,CA,California,6037,Los Angeles,6037,Los Angeles,33.9235,-118.3033,8746,2526,polygon,FALSE,FALSE,America/Los_Angeles,2,90044 90047,1840113383
Hamilton City,Hamilton City,CA,California,6021,Glenn,6021,Glenn,39.7422,-122.0125,2357,2919,polygon,FALSE,FALSE,America/Los_Angeles,2,95951,1840112375
Diamond Springs,Diamond Springs,CA,California,6017,El Dorado,6017,El Dorado,38.692,-120.8391,11717,271,polygon,FALSE,FALSE,America/Los_Angeles,3,95667 95623 95619,1840112674
Mokelumne Hill,Mokelumne Hill,CA,California,6009,Calaveras,6009,Calaveras,38.3057,-120.7061,604,75,polygon,FALSE,FALSE,America/Los_Angeles,3,95245,1840112844
Mira Monte,Mira Monte,CA,California,6111,Ventura,6111,Ventura,34.4284,-119.2853,6916,584,polygon,FALSE,FALSE,America/Los_Angeles,3,93023 93022,1840112828
Isla Vista,Isla Vista,CA,California,6083,Santa Barbara,6083,Santa Barbara,34.4144,-119.8581,27484,5736,polygon,FALSE,FALSE,America/Los_Angeles,2,93117 93107,1840112453
Del Monte Forest,Del Monte Forest,CA,California,6053,Monterey,6053,Monterey,36.5857,-121.9439,4575,219,polygon,FALSE,FALSE,America/Los_Angeles,3,93953,1840112656
Vina,Vina,CA,California,6103,Tehama,6103,Tehama,39.9343,-122.0518,182,51,polygon,FALSE,FALSE,America/Los_Angeles,3,96092,1840117599
Harbison Canyon,Harbison Canyon,CA,California,6073,San Diego,6073,San Diego,32.8273,-116.8381,4199,160,polygon,FALSE,FALSE,America/Los_Angeles,3,92021 92019 91901,1840112376
Byron,Byron,CA,California,6013,Contra Costa,6013,Contra Costa,37.8756,-121.6421,1480,87,polygon,FALSE,FALSE,America/Los_Angeles,3,94513 94514,1840111979
Graniteville,Graniteville,CA,California,6057,Nevada,6057,Nevada,39.4443,-120.736,0,0,polygon,FALSE,FALSE,America/Los_Angeles,3,95959,1840117544
Aptos,Aptos,CA,California,6087,Santa Cruz,6087,Santa Cruz,36.9912,-121.8934,5775,338,polygon,FALSE,FALSE,America/Los_Angeles,3,95003 95001,1840111804
East Pasadena,East Pasadena,CA,California,6037,Los Angeles,6037,Los Angeles,34.1377,-118.0775,6288,1843,polygon,FALSE,FALSE,America/Los_Angeles,3,91107,1840112714
Proberta,Proberta,CA,California,6103,Tehama,6103,Tehama,40.0762,-122.1776,218,58,polygon,FALSE,FALSE,America/Los_Angeles,3,96035 96080 96078,1840117584
Fetters Hot Springs-Agua Caliente,Fetters Hot Springs-Agua Caliente,CA,California,6097,Sonoma,6097,Sonoma,38.3274,-122.4871,4848,1281,polygon,FALSE,TRUE,America/Los_Angeles,3,95476,1840112242
Palo Verde,Palo Verde,CA,California,6025,Imperial,6025,Imperial,33.4279,-114.7273,86,56,polygon,FALSE,FALSE,America/Los_Angeles,3,92266,1840112995
Orosi,Orosi,CA,California,6107,Tulare,6107,Tulare,36.5434,-119.2903,7760,1225,polygon,FALSE,FALSE,America/Los_Angeles,3,93647,1840112976
Irwindale,Irwindale,CA,California,6037,Los Angeles,6037,Los Angeles,34.1121,-117.9636,1461,63,polygon,FALSE,TRUE,America/Los_Angeles,3,91706 91010,1840105721
Burney,Burney,CA,California,6089,Shasta,6089,Shasta,40.8846,-121.6691,3676,264,polygon,FALSE,FALSE,America/Los_Angeles,3,96013,1840111971
Fontana,Fontana,CA,California,6071,San Bernardino,6071,San Bernardino,34.0968,-117.4599,211815,1898,polygon,FALSE,TRUE,America/Los_Angeles,2,92335 92336 92337 92334 92402,1840105707
Bethel Island,Bethel Island,CA,California,6013,Contra Costa,6013,Contra Costa,38.0288,-121.6404,2379,174,polygon,FALSE,FALSE,America/Los_Angeles,3,94511,1840111883
California Pines,California Pines,CA,California,6049,Modoc,6049,Modoc,41.4117,-120.6605,328,17,polygon,FALSE,FALSE,America/Los_Angeles,3,96101,1840114475
Clio,Clio,CA,California,6063,Plumas,6063,Plumas,39.7487,-120.5725,42,27,polygon,FALSE,FALSE,America/Los_Angeles,3,96106,1840111701
Cotati,Cotati,CA,California,6097,Sonoma,6097,Sonoma,38.3279,-122.7092,7479,1536,polygon,FALSE,TRUE,America/Los_Angeles,3,94931 94926,1840105857
West Hollywood,West Hollywood,CA,California,6037,Los Angeles,6037,Los Angeles,34.0883,-118.3719,37080,7584,polygon,FALSE,TRUE,America/Los_Angeles,2,90069 90046 90048,1840105773
Loleta,Loleta,CA,California,6023,Humboldt,6023,Humboldt,40.6408,-124.2225,591,107,polygon,FALSE,FALSE,America/Los_Angeles,3,95551,1840105943
Etna,Etna,CA,California,6093,Siskiyou,6093,Siskiyou,41.4582,-122.8946,720,365,polygon,FALSE,TRUE,America/Los_Angeles,3,96027,1840011396
San Bernardino,San Bernardino,CA,California,6071,San Bernardino,6071,San Bernardino,34.1417,-117.2945,216995,1350,polygon,FALSE,TRUE,America/Los_Angeles,2,92401 92407 92405 92408 92404 92411 92410 92346 92369 92403 92406 92413 92415 92418 92423 92427,1840107759
Jurupa Valley,Jurupa Valley,CA,California,6065,Riverside,6065,Riverside,34.001,-117.4706,106028,953,polygon,FALSE,TRUE,America/Los_Angeles,2,92509 91752 92519,1840118707
Castle Hill,Castle Hill,CA,California,6013,Contra Costa,6013,Contra Costa,37.873,-122.0574,1232,654,polygon,FALSE,TRUE,America/Los_Angeles,3,94595 94507,1840114487
Parklawn,Parklawn,CA,California,6099,Stanislaus,6099,Stanislaus,37.6069,-120.9793,1340,3113,polygon,FALSE,TRUE,America/Los_Angeles,2,95358 95307,1840117575
Valley Wells,Valley Wells,CA,California,6027,Inyo,6027,Inyo,35.8761,-117.3366,0,0,polygon,FALSE,FALSE,America/Los_Angeles,3,93592,1840112422
